title,location,industry,skills,skill_categories,description,min_salary,max_salary,med_salary
Entry Level HR Generalist,Seattle,Finance,"['UI Design', 'Risk Management', 'Kanban', 'Project Management', 'Scrum', 'UX Design']","['Product & Management', 'Design']","Join our growing Finance company as a Entry Level HR Generalist. Required technical skills: UI Design, Risk Management, Kanban, Project Management, Scrum and UX Design. Position located in Seattle with excellent benefits. Strong background in Product & Management and Design is essential.",87273.32,145039.21,116156.265
Lead Operations Manager,New York,Real Estate,"['Docker', 'Investment Banking', 'Supply Chain Management', 'Project Management', 'Financial Modeling']","['Software Engineering', 'Product & Management', 'Finance', 'Operations']","Exciting opportunity for a Lead Operations Manager in New York. Our Real Estate division is expanding and needs someone skilled in Docker, Investment Banking, Supply Chain Management, Project Management and Financial Modeling. Competitive salary and comprehensive benefits package. This role focuses on Software Engineering and Product & Management and Finance and Operations skills.",256081.83,365505.63,310793.73
Entry Level HR Generalist,New York,Hospitality,"['Manufacturing Processes', 'Supply Chain Management', 'Healthcare IT', 'Transportation Planning', 'EHR Systems']","['Healthcare', 'Operations']","We are seeking a Entry Level HR Generalist to join our Hospitality team. The ideal candidate will have experience with Manufacturing Processes, Supply Chain Management, Healthcare IT, Transportation Planning and EHR Systems. This position is based in New York and offers competitive compensation. Strong background in Healthcare and Operations is essential.",61922.76,103537.4,82730.08
Lead Customer Success Manager,Seattle,Real Estate,"['SQL', 'Node.js', 'Java', 'Python', 'Docker', 'React']",['Software Engineering'],"We are seeking a Lead Customer Success Manager to join our Real Estate team. The ideal candidate will have experience with SQL, Node.js, Java, Python, Docker and React. This position is based in Seattle and offers competitive compensation. Expert knowledge of Software Engineering is required.",239367.97,356636.05,298002.01
Entry Level Software Engineer,Seattle,Healthcare,"['Data Analysis', 'Machine Learning', 'Transportation Planning', 'Manufacturing Processes', 'Logistics', 'Supply Chain Management']","['Data & AI', 'Operations']","We are seeking a Entry Level Software Engineer to join our Healthcare team. The ideal candidate will have experience with Data Analysis, Machine Learning, Transportation Planning, Manufacturing Processes, Logistics and Supply Chain Management. This position is based in Seattle and offers competitive compensation. Strong background in Data & AI and Operations is essential.",90063.6,139750.84,114907.22
Executive Customer Success Manager,Seattle,Healthcare,"['Real Estate Law', 'Marketing Strategy', 'Retail Sales', 'Customer Service', 'Business Development']",['Business'],"Join our growing Healthcare company as a Executive Customer Success Manager. Required technical skills: Real Estate Law, Marketing Strategy, Retail Sales, Customer Service and Business Development. Position located in Seattle with excellent benefits. This role focuses on Business skills.",266041.39,441793.94,353917.66500000004
Lead Sales Manager,Austin,Transportation,"['Docker', 'Node.js', 'SQL', 'Java', 'Python', 'AWS']",['Software Engineering'],"Exciting opportunity for a Lead Sales Manager in Austin. Our Transportation division is expanding and needs someone skilled in Docker, Node.js, SQL, Java, Python and AWS. Competitive salary and comprehensive benefits package. Strong background in Software Engineering is essential.",197775.82,288566.32,243171.07
Entry Level Operations Manager,Austin,Finance,"['Real Estate Law', 'Marketing Strategy', 'Retail Sales', 'Machine Learning', 'Customer Service']","['Data & AI', 'Business']","We are seeking a Entry Level Operations Manager to join our Finance team. The ideal candidate will have experience with Real Estate Law, Marketing Strategy, Retail Sales, Machine Learning and Customer Service. This position is based in Austin and offers competitive compensation. Expert knowledge of Data & AI and Business is required.",84191.82,133634.03,108912.925
Senior Product Manager,New York,Real Estate,"['Agile Methodologies', 'Scrum', 'Machine Learning', 'Data Analysis']","['Data & AI', 'Product & Management']","We are seeking a Senior Product Manager to join our Real Estate team. The ideal candidate will have experience with Agile Methodologies, Scrum, Machine Learning and Data Analysis. This position is based in New York and offers competitive compensation. Strong background in Data & AI and Product & Management is essential.",190021.54,310255.74,250138.64
Mid Level Operations Manager,Seattle,Consulting,"['Equity Research', 'UX Design', 'Investment Banking', 'UI Design']","['Design', 'Finance']","We are seeking a Mid Level Operations Manager to join our Consulting team. The ideal candidate will have experience with Equity Research, UX Design, Investment Banking and UI Design. This position is based in Seattle and offers competitive compensation. This role focuses on Design and Finance skills.",134890.11,196126.94,165508.525
Entry Level Data Scientist,Austin,Retail,"['Kanban', 'Retail Sales', 'Project Management', 'Agile Methodologies', 'Java']","['Software Engineering', 'Product & Management', 'Business']","We are seeking a Entry Level Data Scientist to join our Retail team. The ideal candidate will have experience with Kanban, Retail Sales, Project Management, Agile Methodologies and Java. This position is based in Austin and offers competitive compensation. Strong background in Software Engineering and Product & Management and Business is essential.",63837.49,104022.9,83930.19499999999
Lead Software Engineer,New York,Hospitality,"['UI Design', 'Customer Service', 'Marketing Strategy']","['Design', 'Business']","Exciting opportunity for a Lead Software Engineer in New York. Our Hospitality division is expanding and needs someone skilled in UI Design, Customer Service and Marketing Strategy. Competitive salary and comprehensive benefits package. Expert knowledge of Design and Business is required.",180441.04,266267.32,223354.18
Entry Level HR Generalist,San Francisco,Education,"['Data Analysis', 'React', 'Python', 'Node.js']","['Software Engineering', 'Data & AI']","Join our growing Education company as a Entry Level HR Generalist. Required technical skills: Data Analysis, React, Python and Node.js. Position located in San Francisco with excellent benefits. This role focuses on Software Engineering and Data & AI skills.",72743.19,126306.54,99524.86499999999
Entry Level UX Designer,Seattle,Education,"['Clinical Trials', 'Healthcare IT', 'Supply Chain Management']","['Healthcare', 'Operations']","Join our growing Education company as a Entry Level UX Designer. Required technical skills: Clinical Trials, Healthcare IT and Supply Chain Management. Position located in Seattle with excellent benefits. This role focuses on Healthcare and Operations skills.",56679.09,89751.67,73215.38
Lead Supply Chain Analyst,Austin,Real Estate,"['Machine Learning', 'React', 'Docker']","['Software Engineering', 'Data & AI']","Join our growing Real Estate company as a Lead Supply Chain Analyst. Required technical skills: Machine Learning, React and Docker. Position located in Austin with excellent benefits. Strong background in Software Engineering and Data & AI is essential.",205482.0,301288.62,253385.31
Mid Level Software Engineer,Seattle,Technology,"['Transportation Planning', 'Customer Service', 'Logistics', 'Business Development']","['Operations', 'Business']","We are seeking a Mid Level Software Engineer to join our Technology team. The ideal candidate will have experience with Transportation Planning, Customer Service, Logistics and Business Development. This position is based in Seattle and offers competitive compensation. Strong background in Operations and Business is essential.",133352.3,192106.73,162729.515
Mid Level Sales Manager,New York,Transportation,"['UX Design', 'Healthcare IT', 'Manufacturing Processes', 'Supply Chain Management']","['Design', 'Healthcare', 'Operations']","Join our growing Transportation company as a Mid Level Sales Manager. Required technical skills: UX Design, Healthcare IT, Manufacturing Processes and Supply Chain Management. Position located in New York with excellent benefits. This role focuses on Design and Healthcare and Operations skills.",101323.28,152476.57,126899.925
